2.070000000000000000e+02 3.780000000000000000e+02
2.350000000000000000e+02 3.350000000000000000e+02
2.640000000000000000e+02 2.780000000000000000e+02
2.070000000000000000e+02 2.350000000000000000e+02
1.500000000000000000e+02 2.060000000000000000e+02
2.360000000000000000e+02 2.070000000000000000e+02
2.490000000000000000e+02 1.210000000000000000e+02
2.500000000000000000e+02 6.400000000000000000e+01
2.500000000000000000e+02 2.100000000000000000e+01
2.070000000000000000e+02 2.210000000000000000e+02
1.920000000000000000e+02 1.060000000000000000e+02
1.920000000000000000e+02 5.000000000000000000e+01
1.920000000000000000e+02 0.000000000000000000e+00
1.780000000000000000e+02 2.490000000000000000e+02
1.490000000000000000e+02 1.350000000000000000e+02
1.350000000000000000e+02 7.900000000000000000e+01
1.210000000000000000e+02 3.500000000000000000e+01
1.350000000000000000e+02 2.780000000000000000e+02
1.350000000000000000e+02 2.070000000000000000e+02
1.350000000000000000e+02 2.360000000000000000e+02
