1.630000000000000000e+02 3.070000000000000000e+02
2.210000000000000000e+02 2.780000000000000000e+02
2.920000000000000000e+02 2.210000000000000000e+02
3.490000000000000000e+02 1.500000000000000000e+02
3.780000000000000000e+02 1.060000000000000000e+02
2.210000000000000000e+02 1.350000000000000000e+02
2.210000000000000000e+02 1.210000000000000000e+02
2.070000000000000000e+02 1.780000000000000000e+02
2.070000000000000000e+02 2.210000000000000000e+02
1.640000000000000000e+02 1.360000000000000000e+02
1.640000000000000000e+02 1.210000000000000000e+02
1.640000000000000000e+02 1.780000000000000000e+02
1.640000000000000000e+02 2.070000000000000000e+02
1.210000000000000000e+02 1.490000000000000000e+02
1.210000000000000000e+02 1.350000000000000000e+02
1.210000000000000000e+02 1.920000000000000000e+02
1.350000000000000000e+02 2.350000000000000000e+02
9.200000000000000000e+01 1.640000000000000000e+02
5.000000000000000000e+01 1.070000000000000000e+02
3.500000000000000000e+01 6.400000000000000000e+01
