0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
2.640000000000000000e+02 1.930000000000000000e+02
2.200000000000000000e+02 2.920000000000000000e+02
1.920000000000000000e+02 3.780000000000000000e+02
1.490000000000000000e+02 1.350000000000000000e+02
9.300000000000000000e+01 2.350000000000000000e+02
6.400000000000000000e+01 3.210000000000000000e+02
2.100000000000000000e+01 3.780000000000000000e+02
1.640000000000000000e+02 1.350000000000000000e+02
1.060000000000000000e+02 2.350000000000000000e+02
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
