0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
2.780000000000000000e+02 1.780000000000000000e+02
0.000000000000000000e+00 0.000000000000000000e+00
3.210000000000000000e+02 2.070000000000000000e+02
0.000000000000000000e+00 0.000000000000000000e+00
3.210000000000000000e+02 1.350000000000000000e+02
3.350000000000000000e+02 1.640000000000000000e+02
3.210000000000000000e+02 2.070000000000000000e+02
0.000000000000000000e+00 0.000000000000000000e+00
2.930000000000000000e+02 1.060000000000000000e+02
3.060000000000000000e+02 1.210000000000000000e+02
2.920000000000000000e+02 1.780000000000000000e+02
1.070000000000000000e+02 1.640000000000000000e+02
2.070000000000000000e+02 3.500000000000000000e+01
2.640000000000000000e+02 7.800000000000000000e+01
2.490000000000000000e+02 1.500000000000000000e+02
9.300000000000000000e+01 1.350000000000000000e+02
1.640000000000000000e+02 7.800000000000000000e+01
1.920000000000000000e+02 1.350000000000000000e+02
