1.630000000000000000e+02 3.210000000000000000e+02
2.350000000000000000e+02 2.780000000000000000e+02
3.060000000000000000e+02 2.350000000000000000e+02
2.780000000000000000e+02 1.780000000000000000e+02
2.630000000000000000e+02 1.490000000000000000e+02
2.500000000000000000e+02 1.500000000000000000e+02
2.640000000000000000e+02 5.000000000000000000e+01
2.640000000000000000e+02 7.800000000000000000e+01
2.640000000000000000e+02 1.350000000000000000e+02
1.930000000000000000e+02 1.640000000000000000e+02
2.070000000000000000e+02 2.100000000000000000e+01
2.070000000000000000e+02 7.800000000000000000e+01
2.070000000000000000e+02 1.350000000000000000e+02
1.490000000000000000e+02 1.500000000000000000e+02
1.500000000000000000e+02 3.500000000000000000e+01
1.630000000000000000e+02 7.800000000000000000e+01
1.640000000000000000e+02 1.490000000000000000e+02
1.060000000000000000e+02 1.630000000000000000e+02
1.070000000000000000e+02 7.800000000000000000e+01
1.210000000000000000e+02 9.300000000000000000e+01
