2.210000000000000000e+02 3.640000000000000000e+02
2.350000000000000000e+02 3.210000000000000000e+02
2.500000000000000000e+02 2.500000000000000000e+02
1.930000000000000000e+02 1.920000000000000000e+02
1.500000000000000000e+02 1.630000000000000000e+02
2.500000000000000000e+02 1.930000000000000000e+02
2.210000000000000000e+02 1.070000000000000000e+02
2.070000000000000000e+02 6.300000000000000000e+01
2.070000000000000000e+02 2.100000000000000000e+01
2.200000000000000000e+02 2.070000000000000000e+02
2.210000000000000000e+02 1.210000000000000000e+02
2.070000000000000000e+02 5.000000000000000000e+01
2.070000000000000000e+02 2.100000000000000000e+01
1.780000000000000000e+02 2.210000000000000000e+02
1.490000000000000000e+02 1.500000000000000000e+02
1.500000000000000000e+02 1.640000000000000000e+02
1.640000000000000000e+02 1.630000000000000000e+02
1.350000000000000000e+02 2.630000000000000000e+02
1.210000000000000000e+02 1.780000000000000000e+02
1.350000000000000000e+02 1.920000000000000000e+02
